customer_id,age,income,spending_score,membership_years,region,churn
248,41,59014,14,13,East,0
249,74,64404,63,8,North,0
250,51,33797,66,11,North,0
251,32,51684,37,10,West,1
252,54,56080,97,8,North,0
253,23,61178,37,12,East,0
254,19,88936,89,6,East,0
255,49,71248,7,3,East,0
256,42,62290,67,9,North,0
257,50,22170,27,7,South,1
258,68,65216,28,6,East,1
259,20,37512,82,2,North,0
260,57,43262,87,0,North,1
261,72,75682,27,2,West,0
262,65,23748,8,14,West,0
263,46,44618,37,8,West,0
264,71,46187,72,14,South,0
265,62,49184,14,11,South,0
266,66,41464,61,14,North,0
267,32,89571,75,6,South,1
268,45,46805,29,10,South,0
269,31,71648,35,1,West,1
270,70,18178,18,12,West,0
271,18,33184,3,9,North,1
272,26,59228,27,7,South,0
273,44,80208,80,9,South,0
274,42,61433,79,12,South,0
275,35,58981,89,0,East,0
276,58,26206,9,11,North,0
277,67,16221,37,7,North,0
278,40,53183,77,1,West,0
279,34,34631,20,6,East,0
280,64,22368,40,0,East,1
281,20,58383,55,7,West,0
282,51,45534,59,6,North,0
283,71,25405,88,12,North,1
284,43,26892,15,13,South,0
285,65,50390,66,2,South,1
286,43,47159,35,3,East,0
287,66,57379,31,2,South,0
288,31,54088,84,11,East,0
289,71,66677,97,2,North,0
290,27,37425,79,4,South,1
291,55,35794,46,1,East,0
292,42,49902,85,6,East,0
293,69,54967,52,14,West,0
294,20,44542,58,1,West,1
295,63,66955,42,10,East,1
296,66,45826,77,10,South,0
297,31,34075,5,1,South,0
298,55,51072,37,14,North,0
299,23,49688,62,5,South,1
300,18,60131,50,10,North,1
301,35,49570,82,14,North,0
302,53,56819,87,2,South,1
303,55,59959,84,8,South,1
304,30,48626,36,0,North,1
305,29,28287,43,12,West,1
306,44,20391,56,9,East,1
307,39,72976,50,6,South,1
308,20,61597,1,0,South,0
309,49,93284,62,0,East,1
310,50,36488,99,13,South,0
311,61,46152,75,10,West,0
312,28,41147,67,4,South,0
313,65,55733,49,7,West,0
314,25,57070,9,14,West,0
315,45,35130,34,1,South,1
316,27,59427,74,6,North,0
317,26,54276,71,3,South,1
318,35,65847,52,13,North,0
319,58,45648,6,7,North,0
320,23,43572,28,2,West,0
321,67,49774,72,2,South,0
322,54,65602,63,10,North,1
323,35,65488,32,11,East,0
324,51,51666,7,2,South,0
325,45,45249,28,12,East,0
326,29,73655,99,10,West,0
327,58,72106,2,6,West,0
328,44,73514,44,14,North,0
329,66,84959,70,5,East,1
330,19,46378,94,3,North,1
331,51,41718,87,6,West,1
332,46,75787,10,4,North,1
333,44,18383,21,4,North,0
334,53,68925,17,14,South,0
335,74,84773,32,2,West,0
336,70,70368,91,14,North,0
337,21,75160,46,13,West,0
338,58,71061,3,9,West,1
339,31,78387,95,5,East,0
340,41,46112,67,0,West,0
341,60,71312,43,12,North,0
342,52,62287,12,7,West,1
343,68,46297,19,10,East,0
344,65,74602,24,13,West,0
345,41,28904,64,13,East,0
346,19,50883,32,2,West,0
347,45,75338,60,5,South,1
348,71,43533,97,4,East,1
349,66,56950,72,0,West,0
350,38,78304,69,13,West,1
351,68,52228,11,10,West,0
352,65,78444,35,2,South,0
353,24,63955,67,0,North,1
354,28,31581,84,9,South,1
355,53,60004,71,3,North,0
356,71,65768,82,12,North,0
357,57,64292,15,9,East,0
358,26,76969,74,11,South,0
359,27,3012,60,5,East,0
360,28,48183,24,1,West,0
361,26,70045,47,8,North,0
362,59,67881,51,2,West,0
363,52,59452,38,7,West,0
364,28,54881,19,2,North,1
365,42,73055,77,11,North,0
366,58,17315,63,4,North,0
367,22,91673,4,9,West,1
368,59,74065,86,10,North,0
369,25,55523,41,7,East,0
370,54,29550,82,12,South,0
371,28,55470,63,6,South,0
372,47,84654,44,11,South,1
373,63,41483,72,13,North,0
374,36,65842,67,14,South,0
375,28,50414,94,7,West,0
376,58,52572,40,1,West,1
377,42,9774,53,2,North,1
378,25,81127,5,8,North,1
379,32,52722,4,8,North,0
380,58,56558,8,8,South,0
381,28,54129,18,9,South,1
382,27,53535,93,8,South,0
383,66,57193,29,2,West,0
384,73,70891,83,1,South,0
385,32,63705,16,13,East,0
386,64,74436,1,7,North,0
387,31,54454,64,11,South,0
388,25,72267,55,8,South,0
389,23,59519,54,13,West,0
390,24,80145,79,7,West,1
391,31,37693,79,6,North,0
392,27,41154,41,3,West,0
393,71,55931,3,1,East,1
394,44,71773,62,4,East,0
395,41,71411,34,2,South,0
396,62,56924,78,0,South,0
397,24,69840,70,7,South,0
398,19,12994,2,2,South,0
399,34,72865,77,6,East,0
400,40,36215,36,4,West,1
401,51,55379,48,4,South,0
402,66,53426,30,6,East,0
403,56,48654,20,3,East,0
404,74,51722,29,5,South,0
405,64,54340,2,12,West,0
406,55,44904,21,1,South,0
407,50,84102,66,3,North,0
408,54,63448,1,5,East,0
409,35,45335,95,3,South,0
410,58,60535,80,2,North,0
411,52,107685,59,9,South,0
412,23,46320,48,11,West,0
413,43,59098,30,0,East,1
414,56,46605,74,6,West,1
415,49,56550,56,8,East,1
416,19,54351,96,4,South,1
417,31,44582,60,7,North,0
418,64,47722,78,2,North,0
419,72,49426,17,3,East,0
420,40,67180,78,12,North,0
421,18,104361,11,11,West,0
422,48,42242,47,1,East,0
423,48,34216,66,7,North,0
424,47,68166,21,5,East,0
425,24,86799,8,14,South,0
426,41,55885,53,5,West,0
427,24,55451,15,3,East,0
428,26,42145,52,11,North,0
429,59,51736,57,13,North,0
430,59,38057,90,14,South,1
431,35,85438,98,6,South,0
432,65,54126,36,11,West,0
433,68,23639,94,1,East,0
434,37,80475,66,9,South,0
435,21,71086,25,7,South,1
436,69,56223,91,4,North,0
437,54,54075,31,11,East,1
438,43,55178,21,7,North,0
439,70,20041,43,6,North,0
440,43,34260,42,9,East,0
441,52,61842,50,2,South,0
442,47,40506,77,7,South,0
443,62,83807,52,13,West,0
444,51,47905,39,0,West,0
445,33,23973,60,5,West,0
446,27,76774,73,2,West,0
447,63,31300,71,7,East,0
448,67,73220,76,4,West,0
449,68,54863,78,14,North,0
450,54,60883,13,9,East,0
451,61,40306,13,2,South,0
452,47,65159,39,10,South,0
453,28,45037,33,1,North,0
454,58,62994,38,13,North,1
455,73,8528,6,13,East,1
456,69,10734,46,13,South,0
457,62,29397,21,13,West,0
458,41,53644,95,6,South,0
459,69,74621,8,9,West,0
460,36,50316,30,1,South,0
461,48,90420,58,12,North,0
462,48,59995,58,14,West,1
463,51,73585,39,10,East,0
464,60,53072,2,14,East,0
465,30,31548,60,0,East,0
466,37,60865,32,3,West,1
467,21,43426,49,3,West,0
468,67,65445,41,0,East,0
469,60,77127,43,0,South,0
470,26,67779,26,0,North,0
471,21,38547,61,1,North,0
472,67,47455,67,0,South,0
473,30,40167,92,0,South,1
474,69,49551,54,5,South,0
475,58,19643,73,1,West,0
476,47,60088,17,14,West,1
477,50,57501,59,14,South,1
478,48,34428,86,0,South,0
479,52,76084,35,2,West,1
480,18,63135,2,12,West,0
481,35,65841,52,4,East,1
482,51,66474,5,10,East,0
483,70,78096,3,3,East,0
484,61,68796,93,14,West,1
485,63,50773,54,14,East,0
486,53,66244,4,3,South,0
487,35,41793,42,5,West,0
488,69,43292,20,7,South,0
489,53,26391,3,9,East,0
490,53,66267,97,5,East,1
491,41,54653,45,2,South,1
492,68,64219,62,5,West,0
493,56,57062,92,2,North,0
494,72,58322,71,14,West,0
495,59,81088,14,4,South,0
496,43,9366,42,12,South,0
497,28,59424,27,6,East,1
498,74,47102,5,9,East,1
499,43,41786,61,9,West,1
500,22,2825,98,4,West,1
501,26,44349,72,8,West,1
502,59,39595,15,5,South,0
503,45,79946,75,9,South,1
504,31,67931,9,11,North,0
505,21,50858,18,4,North,0
506,65,48222,45,11,North,0
507,35,57742,75,12,North,0
508,56,55059,38,4,North,1
509,39,36352,12,4,North,0
510,44,25584,47,9,South,0
511,49,44458,23,0,West,0
512,29,56040,97,2,East,1
513,26,82992,67,3,South,0
514,49,37422,77,12,West,1
515,61,29481,47,6,West,0
516,65,78105,27,12,North,0
517,20,44981,6,14,North,0
518,54,98999,30,7,South,0
519,51,54980,27,6,East,0
520,52,49364,98,7,North,1
521,68,46394,41,12,North,0
522,27,62347,63,13,South,0
523,19,91141,54,12,South,0
524,46,59221,47,3,East,1
525,66,63271,71,7,North,0
526,47,77635,23,9,South,1
527,41,48642,1,8,East,0
528,37,43622,38,0,South,1
529,22,41999,12,12,East,0
530,45,55913,36,6,South,0
531,66,64802,97,13,North,0
532,55,67738,9,11,South,0
533,39,51449,88,9,South,0
534,21,38603,66,5,West,0
535,60,69985,79,2,West,1
536,31,40098,78,11,East,0
537,38,63673,15,5,North,0
538,56,36528,20,12,West,0
539,48,72394,25,7,North,0
540,64,44893,24,5,South,0
541,34,53908,51,7,East,1
542,52,82093,94,6,North,0
543,38,28990,86,7,West,0
544,49,73466,90,0,East,0
545,20,80546,20,10,East,1
546,38,83335,24,12,West,0
547,25,19402,83,6,South,1
548,73,60491,23,3,North,0
549,43,50069,23,3,North,0
550,52,61346,47,8,North,0
551,42,52616,86,7,West,0
552,47,40875,72,1,North,0
553,53,39982,99,2,West,0
554,63,34404,14,11,West,0
555,41,40668,62,8,East,0
556,57,56274,58,1,South,0
557,51,74290,6,10,East,1
558,26,79202,62,5,East,0
559,50,51489,31,4,South,0
560,24,50614,22,12,West,1
561,37,44719,87,14,North,1
562,48,45472,26,10,North,1
563,20,31659,9,6,North,0
564,64,38071,78,6,North,1
565,18,76208,97,3,West,0
566,33,57279,58,10,North,0
567,59,80770,52,4,North,0
568,49,78021,49,9,South,0
569,45,63590,5,12,West,0
570,57,70200,47,10,West,1
571,55,66168,39,8,North,0
572,18,59348,89,1,West,0
573,63,66701,4,14,South,0
574,25,19067,83,12,North,1
575,31,49932,16,14,West,0
576,71,20827,70,0,West,0
577,19,52907,31,6,West,0
578,66,68732,84,14,West,1
579,50,58034,13,1,West,0
580,45,57995,55,14,West,0
581,28,63899,67,2,East,1
582,58,48321,45,6,South,0
583,56,30603,27,5,North,0
584,23,68919,61,2,West,0
585,32,61685,11,4,West,1
586,40,53433,71,11,North,0
587,28,33316,77,8,North,0
588,72,70596,34,12,West,0
589,52,67100,19,11,West,0
590,24,48384,88,14,East,0
591,62,34136,67,7,West,1
592,60,73251,24,7,South,1
593,73,45671,49,7,South,0
594,62,61406,50,7,South,0
595,71,73838,47,5,North,0
596,55,37321,68,14,North,0
597,34,37581,76,14,West,0
598,61,86554,53,8,East,0
599,29,63013,73,13,East,0
600,20,38326,59,1,North,1
601,19,32799,97,11,North,0
602,22,46682,77,12,South,1
603,18,70678,29,3,South,0
604,61,59627,63,13,East,0
605,73,49889,76,3,South,0
606,30,76450,66,6,East,0
607,57,46682,21,9,East,0
608,64,68558,60,0,West,0
609,63,32790,95,2,East,0
610,50,56933,64,4,North,0
611,19,43138,98,7,East,1
612,56,68651,11,13,West,0
613,39,61359,73,1,East,0
614,43,55949,86,13,East,0
615,70,56810,65,5,South,0
616,49,47716,8,10,East,0
617,61,48648,66,4,East,0
618,29,50660,70,6,East,0
619,32,64708,29,1,South,1
620,44,54292,56,8,East,0
621,35,83001,51,11,East,0
622,67,69152,27,12,West,0
623,27,71376,77,3,South,0
624,61,31551,50,4,South,0
625,62,80206,7,0,North,0
626,33,17709,35,8,South,0
627,73,46569,30,0,South,0
628,48,39756,67,11,West,1
629,63,63690,27,12,East,0
630,19,62211,27,7,South,1
631,43,39390,53,6,East,0
632,37,37068,23,11,South,0
633,63,64161,15,7,East,0
634,35,45707,78,8,South,0
635,51,74545,16,3,North,0
636,26,83637,17,11,South,1
637,44,70860,69,8,East,0
638,21,68281,7,9,North,0
639,60,42452,59,8,West,0
640,68,72969,64,5,West,1
641,20,76690,95,2,East,1
642,21,73458,31,6,West,0
643,71,38047,92,6,East,0
644,67,32286,39,0,East,0
645,22,36611,85,2,South,1
646,42,59869,64,4,West,0
647,66,61708,81,5,East,0
648,60,44725,21,5,North,0
649,72,59741,5,0,East,0
650,52,52250,39,5,East,0
651,68,67473,89,6,West,0
652,46,54785,32,1,North,0
653,68,21926,98,8,East,1
654,35,67552,68,5,West,0
655,44,68957,10,12,South,0
656,35,37521,34,12,West,0
657,29,60235,81,0,East,0
658,19,68256,33,0,West,0
659,43,55907,79,0,South,0
660,40,71184,24,4,East,1
661,31,60344,20,11,North,0
662,55,73410,43,9,East,0
663,59,14205,23,10,East,0
664,32,47868,95,10,South,0
665,58,60392,98,14,West,0
666,68,38353,34,9,North,0
667,35,65437,85,1,South,0
668,43,50469,92,10,West,0
669,44,63873,82,8,East,0
670,61,68837,68,9,East,1
671,24,95723,75,12,South,0
672,19,65331,19,12,West,0
673,58,61187,14,10,North,0
674,54,63901,20,4,East,0
675,54,78194,16,5,East,1
676,47,66761,42,7,North,0
677,60,70176,56,2,South,0
678,45,49666,45,4,South,1
679,73,66520,88,10,South,1
680,71,75129,39,7,West,0
681,60,83454,4,8,North,0
682,68,65990,33,0,East,1
683,35,73747,31,3,West,0
684,62,48781,18,4,West,0
685,58,36389,32,0,East,0
686,70,45185,74,12,West,0
687,74,26900,3,4,East,0
688,21,52895,7,13,West,0
689,62,48012,54,0,East,1
690,64,67275,55,13,South,0
691,68,51178,17,2,South,0
692,44,42895,35,6,North,0
693,26,60451,47,9,East,0
694,53,41315,33,6,East,0
695,23,15416,24,0,South,0
696,46,77184,98,7,East,0
697,26,69079,67,0,East,0
698,47,58214,36,10,South,0
699,53,13898,45,14,North,0
700,25,54879,81,8,East,0
701,51,62451,50,2,East,1
702,30,65373,99,13,South,0
703,74,24986,77,5,North,1
704,28,35023,82,13,North,1
705,65,68349,4,6,East,1
706,40,71259,88,2,South,0
707,64,31880,66,7,North,0
708,31,53186,53,2,West,0
709,23,39267,32,10,East,0
710,46,60060,43,10,West,1
711,70,58373,30,12,East,1
712,20,66417,47,1,West,1
713,58,72203,62,14,North,0
714,31,44924,48,3,North,0
715,67,65877,71,0,South,0
716,19,31519,2,0,East,1
717,72,72695,58,1,South,0
718,18,55690,74,9,West,0
719,27,65098,23,11,North,0
720,30,49450,69,3,North,1
721,18,52558,88,5,West,0
722,43,36971,52,3,West,0
723,21,43491,96,13,South,1
724,40,80438,78,12,South,0
725,54,34655,28,14,South,0
726,28,81641,59,2,North,0
727,29,45572,78,4,East,1
728,21,49747,53,5,South,1
729,36,34118,68,4,West,0
730,30,70913,39,5,East,0
731,46,46845,10,0,North,0
732,34,51152,93,3,East,0
733,19,20852,15,7,West,0
734,71,43743,30,2,South,0
735,60,57181,53,13,South,0
736,32,45322,37,13,North,0
737,28,35194,88,2,East,0
738,63,69660,13,6,East,0
739,21,20656,22,8,East,0
740,73,88862,36,11,South,1
741,70,76962,9,0,West,0
742,55,58534,40,5,East,0
743,21,58451,65,13,North,0
744,33,25208,13,7,North,0
745,41,35619,72,10,East,0
746,72,61072,60,3,West,1
747,40,73847,39,9,South,0
748,20,47139,48,8,North,0
749,33,52364,98,13,North,0
750,74,37222,98,8,North,1
751,44,64350,47,14,North,0
752,23,85770,22,0,North,0
753,57,65935,95,4,North,0
754,66,59320,34,11,North,0
755,40,78888,90,3,East,0
756,69,77639,25,9,South,0
757,25,61203,58,7,East,0
758,18,32218,40,6,South,0
759,68,57698,74,9,South,0
760,49,14522,11,9,South,1
761,57,29018,52,6,West,0
762,38,39038,8,3,North,0
763,64,43340,97,13,South,1
764,37,40361,69,13,North,0
765,28,34140,43,4,South,0
766,28,63593,68,3,North,0
767,49,53628,90,2,North,0
768,32,79403,59,5,North,0
769,20,24699,38,10,North,0
770,38,50850,86,3,East,0
771,39,42260,76,0,North,0
772,31,36567,41,3,East,0
773,73,48819,33,11,North,0
774,64,31716,42,11,East,0
775,68,53663,80,7,North,0
776,47,61736,48,13,East,1
777,56,55851,12,0,East,0
778,27,77702,16,0,West,0
779,71,78856,81,4,East,0
780,56,54338,44,13,East,0
781,66,34175,12,4,East,0
782,43,21987,11,11,South,0
783,48,63941,83,0,East,0
784,33,32058,69,2,East,0
785,55,22366,34,11,South,0
786,24,55784,19,10,North,1
787,50,59656,18,7,East,1
788,18,56206,11,10,East,1
789,42,61204,97,3,East,0
790,49,66126,77,6,East,0
791,55,81780,79,8,West,0
792,62,63635,77,11,East,0
793,66,56872,66,7,West,0
794,68,35650,11,4,West,1
795,62,27914,53,11,South,1
796,49,59276,56,11,South,0
797,47,58017,80,5,North,1
798,36,66048,60,0,North,1
799,70,78751,62,3,West,0
800,57,77600,69,4,West,0
801,73,66621,84,0,West,0
802,26,44898,50,1,East,0
803,23,56161,93,13,East,1
804,34,69027,34,12,South,0
805,19,22233,14,0,South,0
806,67,58281,61,1,West,0
807,28,47984,76,1,West,0
808,19,31330,41,2,North,1
809,61,32761,53,8,North,0
810,19,68383,15,9,North,0
811,51,40845,58,11,North,0
812,63,42916,28,0,South,0
813,27,44713,46,6,West,0
814,43,29829,72,3,South,0
815,23,66785,22,14,South,0
816,19,27317,36,9,South,0
817,44,83555,7,6,West,0
818,33,44200,71,12,North,0
819,74,48990,77,4,South,0
820,50,65595,99,9,North,0
821,34,71183,90,4,East,1
822,23,68246,95,12,East,1
823,41,-226,93,3,East,1
824,46,66751,91,2,North,0
825,44,53401,33,5,West,0
826,32,81962,2,8,South,1
827,58,59392,26,9,North,0
828,58,67929,75,2,North,0
829,20,55559,70,9,South,0
830,22,62787,83,3,East,1
831,57,33477,63,5,South,0
832,50,52037,41,12,West,1
833,72,45968,74,8,North,0
834,49,44601,64,9,North,0
835,32,68313,89,10,South,0
836,63,71526,24,11,East,1
837,39,77025,3,9,South,1
838,36,75851,55,4,South,0
839,65,70466,18,11,South,1
840,23,75150,59,7,West,1
841,51,45455,58,1,East,0
842,70,29471,90,1,South,0
843,44,59843,67,12,South,0
844,67,58384,43,11,East,0
845,41,39945,36,12,South,0
846,27,53657,25,5,South,0
847,36,47852,34,14,West,0
848,70,60500,48,8,West,0
849,31,55149,77,6,North,1
850,27,48634,32,10,South,0
851,69,51063,95,0,North,1
852,60,33988,94,8,South,1
853,52,50763,34,7,West,0
854,49,5103,77,10,West,0
855,32,63140,85,3,North,0
856,37,48350,35,3,South,0
857,69,66505,18,8,North,0
858,49,84523,68,12,South,0
859,19,65654,16,0,East,1
860,18,80206,30,6,North,1
861,72,33515,34,3,North,1
862,45,46867,52,13,West,1
863,20,56063,43,9,West,0
864,51,64742,3,13,North,0
865,20,84039,78,7,North,0
866,34,69209,80,8,South,1
867,46,77039,11,11,North,1
868,36,60692,20,11,East,0
869,44,32433,43,12,East,1
870,38,36411,34,14,East,0
871,64,54202,34,13,East,0
872,54,67250,16,13,West,1
873,45,77286,34,3,South,0
874,37,50830,21,14,West,0
875,41,69081,49,4,West,0
876,56,61757,24,14,North,1
877,69,68259,78,7,East,0
878,35,50576,64,8,South,0
879,57,44240,27,3,East,0
880,22,67284,65,5,East,0
881,67,53213,47,1,South,0
882,60,38749,23,6,West,0
883,22,46845,98,12,North,1
884,63,60457,22,8,North,0
885,53,52308,35,11,North,0
886,35,77312,90,1,South,0
887,68,44166,6,10,North,1
888,72,60674,95,4,West,0
889,39,87381,30,12,East,0
890,21,43824,10,2,East,0
891,53,63903,34,6,West,1
892,21,80877,6,11,North,0
893,58,45337,74,10,North,0
894,66,92020,68,0,East,1
895,25,27844,56,2,South,0
896,60,59368,9,8,North,1
897,54,41293,71,11,East,0
898,33,74259,2,14,North,0
899,44,56865,19,10,South,0
900,38,9574,15,11,South,1
901,50,76501,21,10,West,0
902,26,81626,10,8,North,0
903,44,69146,65,10,South,0
904,68,81965,86,13,West,1
905,71,48279,3,2,East,0
906,63,43483,61,10,North,0
907,37,45270,16,13,North,1
908,38,68718,9,12,South,1
909,42,81725,81,12,North,1
910,66,74430,2,12,West,0
911,40,64062,24,14,South,1
912,43,62427,34,11,East,0
913,53,100559,97,13,East,0
914,57,30885,49,12,East,0
915,25,56335,44,0,East,0
916,25,39885,98,4,North,0
917,62,64137,6,10,East,0
918,68,69616,97,10,South,1
919,30,64024,80,12,East,0
920,22,84300,20,6,South,0
921,30,85641,18,4,North,0
922,37,45423,2,3,East,0
923,70,66439,80,6,South,1
924,23,63829,49,9,West,0
925,46,52277,25,1,North,0
926,74,13776,3,3,East,0
927,30,34016,98,0,West,0
928,74,44236,23,9,North,0
929,27,65920,95,8,South,0
930,73,50141,18,7,East,0
